,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
5260,460506,Female,Yes,52,Yes,Engineer,0.0,Low,3.0,Cat_3,B
5264,466330,Male,No,29,No,Doctor,0.0,Low,3.0,Cat_3,C
5376,460641,Male,No,53,Yes,Artist,0.0,Average,3.0,Cat_3,C
5424,461010,Male,Yes,39,Yes,Entertainment,1.0,Average,3.0,Cat_3,A
5456,460999,Male,No,26,Yes,Engineer,1.0,Low,3.0,Cat_3,D
5458,461178,Male,Yes,33,No,Entertainment,1.0,Low,3.0,Cat_3,D
5460,462882,Male,Yes,41,Yes,Homemaker,2.0,Average,3.0,Cat_3,B
5472,464321,Female,No,28,Yes,Engineer,0.0,Low,3.0,Cat_3,D
5474,465566,Male,No,50,Yes,Artist,1.0,Low,3.0,Cat_3,B
5526,462826,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_3,D
5617,461981,Male,No,18,No,Healthcare,4.0,Low,3.0,Cat_3,D
5681,460590,Male,Yes,37,Yes,Artist,0.0,Average,3.0,Cat_3,B
5686,466062,Male,Yes,56,Yes,Artist,4.0,Low,3.0,Cat_3,B
5687,465252,Female,No,20,No,Healthcare,8.0,Low,3.0,Cat_3,D
5747,460520,Female,No,28,Yes,Doctor,1.0,Low,3.0,Cat_3,C
5875,466869,Male,Yes,29,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
5908,460948,Male,Yes,53,Yes,Engineer,4.0,Low,3.0,Cat_3,B
5931,460538,Female,Yes,22,No,Healthcare,0.0,High,3.0,Cat_3,D
5975,461120,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_3,D
6005,463373,Male,Yes,55,Yes,Artist,1.0,Low,3.0,Cat_3,A
6071,461109,Male,No,31,Yes,Healthcare,0.0,Low,3.0,Cat_3,D
6127,460595,Male,Yes,21,No,Doctor,1.0,Low,3.0,Cat_3,D
6146,464657,Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_3,D
6157,461089,Male,No,20,No,Marketing,0.0,Low,3.0,Cat_3,B
6190,463680,Female,No,39,No,Engineer,1.0,Low,3.0,Cat_3,A
6206,461056,Female,Yes,57,Yes,Artist,0.0,High,3.0,Cat_3,C
6228,461067,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,D
6260,461036,Female,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,D
6527,461110,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_3,D
6581,460636,Male,Yes,45,Yes,Artist,2.0,Average,3.0,Cat_3,D
6726,460601,Female,Yes,37,Yes,Artist,0.0,Low,3.0,Cat_3,A
6806,460101,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_3,D
6867,461151,Male,No,32,Yes,Artist,0.0,Low,3.0,Cat_3,D
6868,466397,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_3,D
6884,460462,Female,No,20,No,Marketing,1.0,Low,3.0,Cat_3,B
6903,461153,Female,Yes,32,Yes,Artist,1.0,High,3.0,Cat_3,A
6917,462383,Female,No,46,No,Engineer,1.0,Low,3.0,Cat_3,D
6943,465593,Male,Yes,56,No,Lawyer,0.0,High,3.0,Cat_3,A
6985,460585,Male,No,49,No,Entertainment,1.0,Low,3.0,Cat_3,D
7001,460502,Female,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_3,B
7013,461090,Female,Yes,45,Yes,Engineer,1.0,Low,3.0,Cat_3,D
7130,460554,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,B
7179,460793,Female,Yes,28,No,Artist,5.0,Low,3.0,Cat_3,B
7246,462687,Male,No,29,No,Homemaker,11.0,Low,3.0,Cat_3,D
7288,460722,Male,Yes,30,No,Entertainment,1.0,Average,3.0,Cat_3,A
7293,467180,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
7300,464498,Male,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_3,B
7374,463180,Male,Yes,36,Yes,Artist,0.0,Low,3.0,Cat_3,C
7383,459215,Female,Yes,58,Yes,Artist,0.0,Low,3.0,Cat_3,C
7476,466606,Female,Yes,35,Yes,Engineer,0.0,Low,3.0,Cat_3,B
7556,462788,Male,Yes,48,No,Entertainment,1.0,Average,3.0,Cat_3,C
7566,460887,Male,Yes,47,Yes,Entertainment,2.0,Average,3.0,Cat_3,B
7582,459771,Female,Yes,30,Yes,Doctor,0.0,Low,3.0,Cat_3,A
7588,460504,Male,Yes,43,No,Executive,0.0,Average,3.0,Cat_3,A
7605,465167,Female,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_3,C
7651,460541,Female,Yes,36,Yes,Homemaker,1.0,Average,3.0,Cat_3,D
7773,465808,Male,Yes,41,Yes,Artist,0.0,Average,3.0,Cat_3,D
7791,460518,Female,Yes,38,Yes,Engineer,9.0,Average,3.0,Cat_3,C
7808,460486,Female,No,18,No,Healthcare,12.0,Low,3.0,Cat_3,D
7894,466327,Male,Yes,31,Yes,Entertainment,5.0,Average,3.0,Cat_3,A
7911,460856,Male,Yes,42,Yes,Artist,0.0,Average,3.0,Cat_3,C
7943,461066,Female,Yes,63,No,Marketing,0.0,Average,3.0,Cat_3,A
8013,461980,Male,Yes,52,Yes,Artist,2.0,Low,3.0,Cat_3,A
8058,460674,Female,No,31,Yes,Entertainment,0.0,Low,3.0,Cat_3,A
83,460671,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_3,B
91,460956,Female,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_3,C
121,461011,Male,Yes,55,No,Executive,1.0,High,4.0,Cat_3,B
430,467443,Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3,A
485,467009,Female,No,29,No,Homemaker,2.0,Low,4.0,Cat_3,D
514,461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_3,C
559,466624,Female,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,C
597,461163,Female,Yes,60,No,Entertainment,9.0,Low,4.0,Cat_3,B
601,466522,Male,Yes,18,No,Entertainment,6.0,High,4.0,Cat_3,D
650,464427,Male,Yes,62,Yes,Doctor,1.0,Average,4.0,Cat_3,C
659,462289,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_3,A
677,465707,Male,Yes,39,Yes,Entertainment,1.0,Average,4.0,Cat_3,C
686,465361,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_3,C
749,462675,Male,Yes,56,Yes,Artist,0.0,Low,4.0,Cat_3,A
780,460513,Male,No,27,No,Healthcare,2.0,Low,4.0,Cat_3,D
785,460891,Female,Yes,36,No,Artist,2.0,Average,4.0,Cat_3,C
814,460514,Male,Yes,43,Yes,Doctor,1.0,Low,4.0,Cat_3,A
820,460890,Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_3,C
914,463874,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_3,D
941,462057,Male,Yes,40,Yes,Artist,3.0,Average,4.0,Cat_3,C
951,465201,Male,Yes,39,Yes,Entertainment,0.0,Average,4.0,Cat_3,A
972,466827,Male,Yes,37,No,Entertainment,0.0,Average,4.0,Cat_3,D
1041,459058,Male,No,40,Yes,Artist,1.0,Low,4.0,Cat_3,A
1169,459329,Female,Yes,71,No,Engineer,1.0,High,4.0,Cat_3,A
1173,460463,Male,Yes,42,Yes,Artist,6.0,Low,4.0,Cat_3,A
1365,460507,Male,No,30,No,Doctor,1.0,Low,4.0,Cat_3,D
1377,460511,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_3,D
1384,466279,Female,No,31,No,Doctor,1.0,Low,4.0,Cat_3,A
1449,462576,Female,No,21,No,Healthcare,9.0,Low,4.0,Cat_3,D
1497,460858,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3,D
1501,466444,Male,Yes,50,Yes,Doctor,1.0,Average,4.0,Cat_3,C
1587,462743,Male,No,26,No,Healthcare,3.0,Low,4.0,Cat_3,D
1615,461185,Female,No,22,No,Healthcare,3.0,Low,4.0,Cat_3,D
1616,465564,Male,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,B
1628,466605,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,B
1643,463614,Female,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,C
1647,465400,Female,Yes,38,Yes,Doctor,7.0,High,4.0,Cat_3,C
1652,460569,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,Cat_3,C
1678,460509,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D
1714,463340,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
1723,461726,Female,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_3,C
1855,461187,Male,No,29,No,Healthcare,9.0,Low,4.0,Cat_3,D
2008,466683,Female,Yes,49,No,Artist,1.0,Average,4.0,Cat_3,C
2024,467658,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
2032,461154,Male,No,21,No,Homemaker,0.0,Low,4.0,Cat_3,A
2093,460445,Male,No,29,Yes,Engineer,0.0,Low,4.0,Cat_3,D
2183,461184,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_3,D
2391,461108,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,D
2405,463175,Female,No,40,No,Engineer,1.0,Low,4.0,Cat_3,A
2427,461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,Cat_3,A
2440,460588,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,D
2635,460617,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_3,D
2684,467040,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_3,D
2740,460862,Male,Yes,52,No,Entertainment,1.0,Average,4.0,Cat_3,B
2750,462494,Female,No,36,Yes,Artist,8.0,Low,4.0,Cat_3,D
2821,460591,Female,Yes,38,Yes,Doctor,1.0,Low,4.0,Cat_3,A
2841,459248,Male,Yes,58,Yes,Executive,3.0,Average,4.0,Cat_3,B
2846,460876,Female,Yes,43,Yes,Artist,1.0,High,4.0,Cat_3,C
2869,464426,Male,No,39,Yes,Marketing,1.0,Low,4.0,Cat_3,D
2900,465601,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_3,D
2931,466682,Male,Yes,62,Yes,Entertainment,2.0,Average,4.0,Cat_3,C
3012,465792,Female,Yes,57,Yes,Engineer,1.0,Low,4.0,Cat_3,C
3135,465548,Female,No,40,Yes,Artist,0.0,Low,4.0,Cat_3,A
3145,462067,Male,No,32,No,Doctor,9.0,Low,4.0,Cat_3,D
3174,465791,Female,No,28,No,Healthcare,8.0,Low,4.0,Cat_3,C
3186,460476,Male,Yes,52,No,Doctor,8.0,Average,4.0,Cat_3,B
3251,463396,Female,No,25,No,Doctor,3.0,Low,4.0,Cat_3,C
3326,460494,Female,No,28,No,Marketing,1.0,Low,4.0,Cat_3,D
3327,460565,Female,Yes,42,No,Homemaker,8.0,Average,4.0,Cat_3,C
3367,463853,Female,Yes,58,Yes,Artist,0.0,Average,4.0,Cat_3,B
3391,466398,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,D
3465,462390,Female,No,28,No,Healthcare,0.0,Low,4.0,Cat_3,B
3503,465212,Male,Yes,46,Yes,Executive,0.0,High,4.0,Cat_3,B
3541,461971,Male,Yes,50,Yes,Entertainment,1.0,Average,4.0,Cat_3,B
3544,460747,Male,Yes,52,Yes,Artist,1.0,Average,4.0,Cat_3,C
3615,460572,Female,No,30,Yes,Engineer,0.0,Low,4.0,Cat_3,C
3625,463315,Male,Yes,40,Yes,Executive,0.0,High,4.0,Cat_3,B
3700,467214,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_3,D
3806,460620,Male,Yes,55,Yes,Entertainment,0.0,Average,4.0,Cat_3,C
3849,461068,Male,No,46,No,Marketing,1.0,Low,4.0,Cat_3,D
4034,465242,Male,No,22,No,Healthcare,7.0,Low,4.0,Cat_3,D
4073,460550,Female,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_3,C
4093,463398,Male,No,29,No,Marketing,9.0,Low,4.0,Cat_3,C
4232,460679,Female,No,19,No,Healthcare,9.0,Low,4.0,Cat_3,D
4340,463406,Male,No,33,No,Marketing,0.0,Low,4.0,Cat_3,C
4409,461518,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_3,B
4446,465581,Male,Yes,38,Yes,Artist,0.0,Low,4.0,Cat_3,A
4607,466920,Male,No,21,No,Healthcare,7.0,Low,4.0,Cat_3,D
4634,460460,Male,Yes,27,No,Entertainment,4.0,Low,4.0,Cat_3,B
4729,462674,Female,Yes,51,Yes,Homemaker,12.0,Average,4.0,Cat_3,B
4739,460612,Male,No,33,Yes,Entertainment,9.0,Low,4.0,Cat_3,C
4759,467794,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
4846,461093,Female,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_3,C
4849,460512,Female,Yes,43,Yes,Engineer,0.0,High,4.0,Cat_3,A
4904,461116,Male,Yes,30,No,Executive,4.0,High,4.0,Cat_3,D
4912,460727,Male,Yes,69,No,Executive,0.0,High,4.0,Cat_3,B
5095,463306,Female,Yes,60,Yes,Engineer,1.0,High,4.0,Cat_3,B
5111,460927,Male,Yes,38,Yes,Healthcare,1.0,High,4.0,Cat_3,D
5171,467125,Male,Yes,46,No,Entertainment,1.0,Average,4.0,Cat_3,C
5356,465258,Male,No,20,No,Healthcare,5.0,Low,4.0,Cat_3,D
5435,464727,Male,Yes,38,Yes,Engineer,1.0,Average,4.0,Cat_3,B
5497,461099,Female,No,42,No,Artist,0.0,Low,4.0,Cat_3,A
5543,467770,Female,Yes,48,Yes,Artist,9.0,High,4.0,Cat_3,C
5549,465287,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
5638,459352,Male,Yes,38,Yes,Doctor,4.0,Average,4.0,Cat_3,B
5661,461057,Male,Yes,46,Yes,Artist,0.0,High,4.0,Cat_3,B
5685,466623,Male,Yes,56,Yes,Entertainment,4.0,Average,4.0,Cat_3,C
5734,461181,Male,No,21,No,Healthcare,4.0,Low,4.0,Cat_3,D
5742,461113,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D
5838,466028,Male,Yes,50,Yes,Artist,4.0,Average,4.0,Cat_3,B
5853,460490,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_3,D
5922,462894,Male,Yes,43,Yes,Artist,2.0,Average,4.0,Cat_3,C
5927,460618,Male,Yes,55,Yes,Lawyer,2.0,Low,4.0,Cat_3,C
5947,461096,Female,No,33,No,Engineer,9.0,Low,4.0,Cat_3,B
6000,461014,Male,No,21,No,Healthcare,9.0,Low,4.0,Cat_3,D
6022,465321,Male,Yes,43,Yes,Entertainment,9.0,Low,4.0,Cat_3,A
6027,460526,Female,Yes,28,Yes,Entertainment,8.0,Average,4.0,Cat_3,C
6045,461121,Male,No,28,No,Doctor,0.0,Low,4.0,Cat_3,D
6117,460735,Male,Yes,35,Yes,Engineer,1.0,Average,4.0,Cat_3,A
6229,462569,Female,No,32,No,Doctor,7.0,Low,4.0,Cat_3,D
6239,462783,Female,No,33,No,Marketing,0.0,Low,4.0,Cat_3,D
6279,461174,Female,No,23,No,Marketing,0.0,Low,4.0,Cat_3,B
6280,466420,Male,No,27,Yes,Artist,5.0,Low,4.0,Cat_3,B
6284,460438,Male,Yes,58,No,Executive,0.0,High,4.0,Cat_3,B
6414,465577,Male,No,26,No,Healthcare,0.0,Low,4.0,Cat_3,C
6432,464494,Female,Yes,55,Yes,Artist,1.0,Average,4.0,Cat_3,C
6456,465689,Male,No,22,No,Healthcare,9.0,Low,4.0,Cat_3,D
6512,467727,Male,Yes,45,Yes,Artist,7.0,High,4.0,Cat_3,A
6546,460915,Male,Yes,40,No,Entertainment,5.0,Low,4.0,Cat_3,D
6688,463381,Male,Yes,36,Yes,Doctor,8.0,Average,4.0,Cat_3,C
6695,461008,Male,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,A
6730,461003,Male,No,30,No,Executive,13.0,Low,4.0,Cat_3,D
6743,461173,Male,Yes,45,Yes,Artist,1.0,Low,4.0,Cat_3,B
6765,461053,Male,Yes,39,No,Executive,1.0,High,4.0,Cat_3,D
6817,461101,Female,Yes,50,Yes,Engineer,4.0,Average,4.0,Cat_3,A
6837,461106,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_3,D
6947,463176,Male,Yes,39,Yes,Artist,1.0,Average,4.0,Cat_3,B
6949,460760,Male,Yes,60,No,Artist,1.0,High,4.0,Cat_3,B
6970,466955,Male,Yes,57,No,Entertainment,0.0,Low,4.0,Cat_3,A
7007,466469,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D
7023,467266,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,C
7071,463370,Male,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3,A
7078,463285,Male,Yes,31,No,Marketing,2.0,Low,4.0,Cat_3,D
7235,466781,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_3,A
7304,463314,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_3,A
7467,460614,Male,No,38,Yes,Entertainment,0.0,Average,4.0,Cat_3,C
7482,465553,Female,Yes,47,Yes,Artist,8.0,Average,4.0,Cat_3,C
7525,466478,Female,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_3,C
7554,466822,Female,Yes,42,Yes,Entertainment,0.0,Average,4.0,Cat_3,B
7555,464371,Male,Yes,49,Yes,Artist,1.0,Low,4.0,Cat_3,C
7658,464627,Male,Yes,37,Yes,Artist,0.0,Low,4.0,Cat_3,A
7686,467657,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
7829,460567,Male,No,39,No,Entertainment,8.0,Low,4.0,Cat_3,C
7842,460536,Male,No,33,No,Engineer,2.0,Low,4.0,Cat_3,D
7853,465784,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_3,D
7884,465512,Male,Yes,38,Yes,Entertainment,0.0,Average,4.0,Cat_3,D
7886,465570,Male,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_3,C
16,466865,Female,No,32,No,Homemaker,9.0,Low,5.0,Cat_3,D
37,460593,Female,Yes,28,No,Healthcare,1.0,Average,5.0,Cat_3,D
108,466466,Female,Yes,19,No,Healthcare,6.0,Low,5.0,Cat_3,D
967,466919,Male,No,19,No,Doctor,6.0,Low,5.0,Cat_3,D
1161,460496,Male,No,19,No,Healthcare,7.0,Low,5.0,Cat_3,D
1235,466502,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_3,D
1294,461103,Female,No,30,No,Engineer,1.0,Low,5.0,Cat_3,D
1391,465542,Female,Yes,62,No,Doctor,1.0,Average,5.0,Cat_3,A
1742,466855,Male,Yes,69,No,Entertainment,0.0,Low,5.0,Cat_3,A
1822,460936,Male,Yes,70,Yes,Executive,1.0,High,5.0,Cat_3,B
1905,465722,Male,Yes,47,No,Executive,1.0,Low,5.0,Cat_3,A
1910,466419,Female,Yes,45,Yes,Entertainment,3.0,Average,5.0,Cat_3,B
2044,460485,Female,No,18,No,Marketing,9.0,Low,5.0,Cat_3,B
2101,465608,Male,No,20,No,Healthcare,9.0,Low,5.0,Cat_3,D
2175,466067,Male,Yes,69,Yes,Artist,0.0,Average,5.0,Cat_3,C
2244,464225,Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,C
2310,462785,Female,Yes,40,Yes,Engineer,1.0,Average,5.0,Cat_3,B
2589,461414,Male,No,30,Yes,Entertainment,1.0,Low,5.0,Cat_3,D
2793,460596,Male,No,29,No,Engineer,0.0,Low,5.0,Cat_3,A
2827,461016,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_3,D
2982,460895,Female,No,29,Yes,Doctor,9.0,Low,5.0,Cat_3,B
3080,459662,Male,Yes,51,Yes,Entertainment,0.0,High,5.0,Cat_3,A
3373,464496,Female,Yes,41,No,Marketing,1.0,High,5.0,Cat_3,A
3392,465587,Male,Yes,42,Yes,Entertainment,1.0,Low,5.0,Cat_3,B
3393,467109,Male,No,38,No,Doctor,0.0,Low,5.0,Cat_3,D
3399,463631,Male,No,25,No,Healthcare,0.0,Low,5.0,Cat_3,D
3450,466749,Male,No,21,No,Healthcare,1.0,Low,5.0,Cat_3,D
3575,465217,Male,Yes,53,Yes,Executive,1.0,High,5.0,Cat_3,A
3921,466873,Male,Yes,39,Yes,Healthcare,7.0,Average,5.0,Cat_3,A
3972,460959,Female,No,28,No,Artist,5.0,Low,5.0,Cat_3,C
4002,463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0,Cat_3,D
4181,460456,Male,Yes,33,No,Executive,0.0,High,5.0,Cat_3,D
4255,467046,Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,A
4443,460497,Male,Yes,35,Yes,Entertainment,6.0,Low,5.0,Cat_3,D
4472,460579,Female,Yes,38,No,Engineer,0.0,Average,5.0,Cat_3,A
4565,463170,Female,Yes,33,Yes,Healthcare,0.0,Low,5.0,Cat_3,D
4964,463384,Female,No,29,No,Marketing,1.0,Low,5.0,Cat_3,D
5509,460576,Male,Yes,49,No,Executive,9.0,High,5.0,Cat_3,B
5548,461038,Female,Yes,49,Yes,Engineer,1.0,High,5.0,Cat_3,B
5593,465537,Female,Yes,56,Yes,Artist,0.0,High,5.0,Cat_3,A
5709,466277,Male,No,18,No,Healthcare,0.0,Low,5.0,Cat_3,D
5993,467853,Female,Yes,63,Yes,Artist,1.0,Average,5.0,Cat_3,C
6010,461925,Female,No,33,Yes,Artist,0.0,Low,5.0,Cat_3,C
6179,460570,Male,No,25,Yes,Marketing,0.0,Low,5.0,Cat_3,C
6192,460459,Female,No,33,No,Engineer,0.0,Low,5.0,Cat_3,D
6220,465783,Male,No,23,No,Healthcare,1.0,Low,5.0,Cat_3,D
6334,466154,Female,Yes,45,Yes,Artist,1.0,Average,5.0,Cat_3,B
6409,461157,Male,No,37,No,Healthcare,0.0,Low,5.0,Cat_3,A
6503,463311,Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_3,D
6614,463616,Female,Yes,48,No,Engineer,1.0,Average,5.0,Cat_3,B
6628,467596,Male,Yes,37,No,Artist,1.0,Low,5.0,Cat_3,C
6699,463727,Female,No,27,No,Doctor,0.0,Low,5.0,Cat_3,A
6841,466396,Female,No,19,No,Healthcare,1.0,Low,5.0,Cat_3,D
6854,461030,Female,No,19,No,Healthcare,8.0,Low,5.0,Cat_3,D
6899,460592,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_3,D
7009,460548,Male,No,33,No,Entertainment,1.0,Low,5.0,Cat_3,D
7038,462950,Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3,D
7040,465560,Male,Yes,60,Yes,Entertainment,1.0,Average,5.0,Cat_3,B
7381,465563,Male,Yes,59,Yes,Entertainment,1.0,Average,5.0,Cat_3,B
7434,461972,Male,Yes,40,No,Entertainment,1.0,Average,5.0,Cat_3,B
7819,461005,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_3,D
7820,465782,Female,No,21,No,Healthcare,5.0,Low,5.0,Cat_3,D
690,465550,Female,No,30,Yes,Healthcare,1.0,Low,6.0,Cat_3,D
857,460499,Female,No,58,No,Marketing,14.0,High,6.0,Cat_3,D
907,459663,Male,No,31,Yes,Artist,14.0,Low,6.0,Cat_3,A
1564,460583,Male,No,18,No,Marketing,1.0,Low,6.0,Cat_3,D
2390,460634,Female,No,39,No,Entertainment,1.0,Low,6.0,Cat_3,D
2393,463329,Male,No,23,No,Healthcare,0.0,Low,6.0,Cat_3,D
3853,460477,Male,No,32,No,Entertainment,0.0,Low,6.0,Cat_3,D
3946,463341,Female,Yes,48,No,Engineer,1.0,Average,6.0,Cat_3,A
4350,461156,Male,No,22,No,Marketing,3.0,Low,6.0,Cat_3,D
4534,460495,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D
5019,461034,Female,No,23,No,Marketing,2.0,Low,6.0,Cat_3,D
5132,466783,Female,No,43,Yes,Healthcare,0.0,Low,6.0,Cat_3,A
5423,461065,Male,Yes,61,Yes,Executive,0.0,Low,6.0,Cat_3,B
5450,460589,Male,Yes,49,No,Entertainment,1.0,Average,6.0,Cat_3,B
5914,464465,Female,Yes,37,Yes,Artist,1.0,Average,6.0,Cat_3,B
6084,461144,Female,No,23,No,Lawyer,0.0,Low,6.0,Cat_3,B
6247,461078,Female,No,26,No,Homemaker,0.0,Low,6.0,Cat_3,A
6496,466393,Female,Yes,42,No,Entertainment,1.0,Low,6.0,Cat_3,B
6863,466102,Female,No,33,No,Healthcare,1.0,Low,6.0,Cat_3,C
7052,461117,Female,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3,D
7141,461107,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D
7143,462789,Female,No,19,No,Healthcare,0.0,Low,6.0,Cat_3,D
7323,462004,Female,Yes,53,Yes,Artist,0.0,High,6.0,Cat_3,C
7971,466121,Female,Yes,57,Yes,Artist,1.0,Average,6.0,Cat_3,C
8032,465594,Male,Yes,29,No,Executive,4.0,Low,6.0,Cat_3,D
1022,460491,Female,No,22,No,Healthcare,1.0,Low,7.0,Cat_3,D
1164,461086,Male,No,23,No,Healthcare,1.0,Low,7.0,Cat_3,D
2433,460817,Female,No,20,No,Entertainment,1.0,Low,7.0,Cat_3,C
2570,460480,Male,No,18,No,Healthcare,0.0,Low,7.0,Cat_3,D
2746,459604,Female,No,21,No,Healthcare,0.0,Low,7.0,Cat_3,D
3168,461041,Female,Yes,72,No,Lawyer,0.0,High,7.0,Cat_3,D
5358,460288,Male,Yes,61,Yes,Healthcare,1.0,Average,7.0,Cat_3,B
6719,460791,Female,No,27,Yes,Engineer,9.0,Low,7.0,Cat_3,C
6735,460484,Female,No,23,No,Healthcare,4.0,Low,7.0,Cat_3,D
869,461077,Male,No,39,Yes,Entertainment,1.0,Low,8.0,Cat_3,A
1034,466122,Female,No,28,Yes,Healthcare,4.0,Low,8.0,Cat_3,C
7417,461076,Male,No,42,Yes,Entertainment,1.0,Low,8.0,Cat_3,A
2511,466116,Male,Yes,62,Yes,Artist,0.0,Average,9.0,Cat_3,C
2710,461039,Female,Yes,27,No,Engineer,1.0,Average,9.0,Cat_3,D
12,461230,Female,No,19,No,Executive,0.0,Low,9.0,Cat_3,D
261,460144,Female,No,46,Yes,Doctor,1.0,Low,9.0,Cat_3,A
532,466392,Female,Yes,45,Yes,Engineer,3.0,Average,9.0,Cat_3,B
652,465638,Female,Yes,51,Yes,Artist,3.0,Low,9.0,Cat_3,C
666,466173,Male,No,28,No,Entertainment,1.0,Low,9.0,Cat_3,A
766,461233,Male,Yes,37,Yes,Entertainment,1.0,Low,9.0,Cat_3,D
872,460594,Female,No,26,Yes,Homemaker,9.0,Low,9.0,Cat_3,D
1029,465659,Female,No,55,Yes,Doctor,3.0,Low,9.0,Cat_3,C
1092,461035,Male,No,21,No,Doctor,7.0,Low,9.0,Cat_3,D
1364,461182,Male,No,18,No,Healthcare,7.0,Low,9.0,Cat_3,D
1538,467167,Male,Yes,73,Yes,Artist,1.0,Average,9.0,Cat_3,C
1721,460630,Male,Yes,18,No,Executive,1.0,Average,9.0,Cat_3,D
1737,462566,Female,Yes,27,No,Doctor,0.0,Low,9.0,Cat_3,C
1751,461232,Female,Yes,36,Yes,Executive,0.0,High,9.0,Cat_3,A
1883,460501,Male,No,25,Yes,Healthcare,0.0,Low,9.0,Cat_3,D
2037,460539,Female,Yes,35,Yes,Homemaker,0.0,Low,9.0,Cat_3,D
2202,460458,Female,No,41,No,Marketing,1.0,Low,9.0,Cat_3,D
2273,461069,Female,No,19,No,Healthcare,1.0,Low,9.0,Cat_3,D
